e,Accuracy,Recall,Precision,False_Alarm_Rate,F_Score
01,0.9305555555555556,0.9298245614035088,1.0,0.0,0.9636363636363636
02,1.0,1.0,1.0,0.0,1.0
03,1.0,1.0,1.0,0.0,1.0
04,1.0,1.0,1.0,0.0,1.0
05,1.0,1.0,1.0,0.0,1.0
06,1.0,1.0,1.0,0.0,1.0
07,0.9965277777777778,1.0,0.9965034965034965,0.3333333333333333,0.9982486865148862
08,0.9965277777777778,1.0,0.9965034965034965,0.3333333333333333,0.9982486865148862
