e,Accuracy,Recall,Precision,False_Alarm_Rate,F_Score
01,0.20833333333333334,0.13636363636363635,1.0,0.0,0.24000000000000002
02,0.20833333333333334,0.13636363636363635,1.0,0.0,0.24000000000000002
03,1.0,1.0,1.0,0.0,1.0
04,1.0,1.0,1.0,0.0,1.0
05,1.0,1.0,1.0,0.0,1.0
06,1.0,1.0,1.0,0.0,1.0
07,1.0,1.0,1.0,0.0,1.0
08,1.0,1.0,1.0,0.0,1.0
