e,Accuracy,Recall,Precision,False_Alarm_Rate,F_Score
01,0.20833333333333334,0.17391304347826086,1.0,0.0,0.29629629629629634
02,0.20833333333333334,0.17391304347826086,1.0,0.0,0.29629629629629634
03,1.0,1.0,1.0,0.0,1.0
04,1.0,1.0,1.0,0.0,1.0
05,1.0,1.0,1.0,0.0,1.0
06,1.0,1.0,1.0,0.0,1.0
07,1.0,1.0,1.0,0.0,1.0
08,1.0,1.0,1.0,0.0,1.0
